label_num,cleaned_text,original_length
0,takin a shower now but yeah ill leave when im done,53
0,hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a man gang bang,142
1,auction round current highest bid is next maximum bid is to bid send bids eg bid to good luck,125
0,i enjoy watching and playing football and basketball anything outdoors and you,82
1,beloved matthew please call from a landline your complimentary lux tenerife holiday or cash await collection ppm sae tcs box skxh,162
0,ok lor or u wan me go look u,35
0,i want ltgt rs dado you have it,42
0,havent planning to buy later i check already lido only got show in e afternoon u finish work already,108
1,tmobile customer you may now claim your free camera phone upgrade a wage go sim card for your loyalty call on offer end thfebtcs apply,159
1,congratulations thanks to angstrom good friend uracil have won the xmas prize claim is easy just call now only p per minute btnationalrate,170
1,anetworks let companies to bill for sms so they are responsible for their suppliers just as a shop has to give a guarantee on what they sell b g,153
0,geeee i miss you already you know your all i can think about fuck i cant wait till next year when we will be together loving kiss,146
1,more people are dogging in your area now call and join like minded guys why not arrange yourself theres this evening a minapn lsbb,161
1,do you privation a new video handset anytime any network mins half price line rental camcorder reply or call for delivery tomorrow,150
0,dont kick coco when hes down,30
1,freeday jordans st georges day sexy phototext pic to dont miss out then every week there will be a saucy celebrity more photos c pocketbabecouk week,184
0,wait me in sch i finish ard,37
1,this message be free welcome to the new better sex dogging club to unsubscribe from this service reply stop msgsp only,132
0,i wait inside da car park,34
0,jokin only lar depends on which phone my father can get lor,70
1,please call immediately arsenic there be an urgent message waiting for you,86
1,uk break accommodationvouchers footing conditions apply claim you mustprovide your claim number which is,133
0,yep the great loxahatchee xmas tree burning of ltgt starts in an hour,78
1,you have won angstrom guaranteed award or even cashto claim ur award call free on stop getstop on php,140
1,money iodine have won wining number wot bash iodine bash next,65
0,umma my life and vava umma love you lot dear,45
0,cuz ibored and don wanna study,32
0,no thank you youve been wonderful,37
1,hi its lucy hubby at meetins all day fri i volition b alone at hotel u fancy cumin over pls leave monosodium glutamate day lucy x callsminmobsmorelkpoboxhpfl,182
0,pls send me a comprehensive mail about who im paying when and how much,74
0,sir i am waiting for your call,33
1,call freephone now,34
0,i take it we didnt have the phone callon friday can we assume we wont have it this year now,96
1,sunlight quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to sptyrone,137
0,so li hai me bored now da lecturer repeating last weeks stuff waste time,80
1,sms ac jsco energy be high but u may not know where channel it day ur leadership skills r strong psychic answer ans wquestion end answer end jsco,156
1,urgentyour mobile number was awarded a caller prize on this is our nd attempt to contact youcall boxqu,150
0,no its not pride im almost ltgt years old and shouldnt be takin money from my kid youre not supposed to have to deal with this stuff this is grownup stuffwhy i dont tell you,193
1,private your history statement for xxxxxx shows unredeemed s i m points call identifier code expires,149
1,gr new service live sex video chat on your mob see the sexy dirtiest girls live on ur phone details text horny to to cancel send stop to,157
1,not hear from u a while call rude chat private line to cum wan c pics of me gettin shagged then text pix to end send stop sam thirty,162
0,will it help if we propose going back again tomorrow,53
0,pls speak with me i wont ask anything other then you friendship,66
0,wot u up j,14
1,thanks for your ringtone order reference number xyour mobile volition be charged should your tone not arrive please call customer services,160
0,so gd got free ice cream i oso wan,41
1,urgent important information for o userstoday is your lucky day find out why log in to linktoken theres a great surprise waiting for you,157
0,u r too much close to my heart if u go away i will be shattered plz stay with me,84
0,teach me apps da when you come to college,44
0,thank you meet you monday,26
0,only if you promise your getting out as soon as you can and youll text me in the morning to let me know you made it in ok,125
0,dont worry is easy once have ingredients,46
1,bash you want anytime any network mins text and a new video phone for only five pounds per week call or answer for delivery tomorrow,152
0,so what did the bank say about the money,42
1,block breaker now comes in deluxe format with new features and great graphics from tmobile bargain for just by replying get bbdeluxe and return the challenge,163
1,final notice claim your free voucher now act fast,52
1,days to euro kickoff u will be keep informed of all the latest news and results daily unsubscribe send get euro stop to,135
0,oh i was thkin of goin yogasana at den no nd to go at den can rush to parco nb okie lor u call me when ready,126
1,orange brings you ringtones from all time chart heroes with a free hit each week go to ringtones pics on wap to stop receiving these tips answer stop,155
1,as a value customer i am pleased to advise you that following recent review of your mob no you are awarded with a bonus prize call,152
1,your chance to be on a reality fantasy show call now just p per min ntt ltd polonium box croydon cr wb is a national rate call,157
0,okay no no just shining on that was meant to be signing but that sounds better,84
1,congratulations nokia video phone is yours call call charge ppm average call minutes depending on mobile phone close post bcm ldn wcnxx,175
1,hi we tried to reach you about an update let us know if you have questions,76
0,its good to hear from you,26
1,do you want a new nokia i colour phone delivered tomorrow with free minutes to any mobile free text free camcorder reply or call,157
1,win the new harry potter and the order of the phoenix book reply harry answer questions chance to be the first among readers,137
0,wake me up at ltgt am morning,39
1,would you like to see my xxx pics they are so hot they be about banned in the uk,81
1,you wont believe it but its true its incredible txts answer gram now to learn truly amazing things that will blow your mind from ofwd only ptxt,153
0,thought praps you meant another one goodo ill look tomorrow,64
1,bears pic nick and tom pete and dick inch fact all types try homosexual chat with photo upload call pmin stop texts call,160
0,im gonna be home soon and i dont want to talk about this stuff anymore tonight k ive cried enough today,110
1,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgsp only,135
1,urgentcall from your landline your free ibiza holiday or cash is pending sae tcs po box sk wp ppm,135
0,kay since we are out already,33
1,linktoken widelivecomindex wmlidadafirsttruec degree centigrade ringtone,101
0,he fucking chickened out he messaged me he would be late and woould buzz me and then i didnt hear a word from him,116
1,do you want a new video phone anytime any network mins inclusive video calls and downloads per week free deltomorrow call or reply now,158
1,thesmszonecom lets you send free anonymous and dissemble messagesim sending this message from theredo you see the potential for abuse,141
0,my phone,9
0,friendship is not a game to play it is not a word to say it doesnt start on march and ends on may it is tomorrow yesterday today and e,142
0,i dont know exactly could you ask chechi,42
0,im reaching home in min,28
1,this is the nd time we rich person tried contact u uracil rich person won the pound prize claim is easy call now only p per min btnationalrate,172
0,hello my love how goes that day i wish your well and fine babe and hope that you find some job prospects i miss you boytoy a teasing kiss,150
1,get a free mobile video player free movie to collect text go to its free extra films can be ordered ts and cs apply year only,140
0,sorry ill call later in meeting,35
0,seriously tell her those exact words right now,49
0,hi this is roger from cl how are you,40
0,how would my ip address test that considering my computer isnt a minecraft server,83
0,how much for an eighth,24
1,sms auction a brand new nokia is up auction today auction is free articulation return part txt nokia to now hgsuitelands rowwjhl,159
1,hot live fantasies call now just p per min ntt ltd po box croydon cr wb k,102
0,can you talk with me,23
1,hello your lucky nightsuve been invited to xchat the hottest chat in the uktext chat to nowpmsgrcvdhgsuitelandshangwjhl ldn years old,165
1,free game get rayman golf free from the o games arcade st get ur games settings reply post then save activ press key for arcade termsapply,154
0,guai shd haf seen him when hes naughty so free today can go jogging,85
1,as an entrant registered in the th year of the draw a gift voucher will be entered upon receipt of correct answerwhen is the next olympicssend a reply to,169
1,forwarded from please call immediately arsenic there is associate in nursing urgent message waiting for you,134
0,and stop being an old man you get to build snowman snow angels and snowball fights,85
1,urgent please call from landline your abta complimentary tenerife holiday or cash await collection sae tcs box cwwx ppm,154
1,a xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a reward just call,159
1,this is the nd time we rich person tried to contact u u rich person won the prize to claim just call b tcsstop samarium ppm,171
0,hi this is yijue its regarding the textbook its intro to algorithms second edition im selling it for,122
1,double your mins txts on orange or price linerental motorola and sonyericsson with btooth freenokia free call mobileupd on oroptouthvd,161
0,i said its okay sorry,23
0,pls help me tell sura that im expecting a battery from hont and that if should pls send me a message about how to download movies thanks,140
1,gent we are trying to contact you last weekends draw shows that you won angstrom prize guaranteed call claim code k valid hrs only ppm,166
0,in cbe in chennai,24
1,urgent we are try to contact u todays draw shows that you have won a prize guaranteed call from land line claim a valid hrs lone,155
0,dont talk to him ever ok its my word,38
1,forwarded from hi this is your mailbox messaging sms alert you have matches please call back on to retrieve your messages and matches ccpmin,174
0,i am late i will be there at,30
1,all the lastest from stereophonics marley dizzee racal libertines and the strokes win nookii games with flirt click themob wap bookmark or text wap to,163
0,ding me on ya break fassyole blacko from londn,48
0,think i might have to give it a miss am teaching til twelve then have lecture at two damn this working thing,113
1,buy space invaders a chance win orig arcade game console imperativeness for games arcade std wap charge see ocoukgames terms settings no purchase,163
1,tfp,14
0,dont worry i guess hes busy,31
0,too late i said i have the website i didnt i have or dont have the slippers,79
0,yo the game almost over want to go to walmart soon,53
1,our mobile number has won to claim call us back or ring the claim hot line on,98
0,youll never believe this but i have actually got off at taunton wow,70
1,well done england get the official poly ringtone oregon colour flag on yer mobile text tone oregon flag to now optout txt eng stop box wwx,164
0,u can call me now,21
1,married local woman looking for discreet action now real matches instantly to your phone text match to monosodium glutamate cost p stop txt stop bcmsfwcnxx,172
1,you have been outbid by simonwatson for shinco dvd plyr reauction visit smsacsmsrewards end bid alert reply end,124
0,what im saying is if you havent explicitly told nora i know someone im probably just not gonna bother,105
0,hui xin is in da lib,22
0,dont pack what you can buy at any storelike cereals if you must pack food pack gari or something ja that you will miss,124
1,urgent your mobile no xxxxxxxxx won a bonus caller prize on this be the nd attempt to reach you call asap,153
1,you are chosen to receive a award pls call claim number to collect your award which you are selected to receive arsenic a valued mobile customer,164
0,but if shes drinkin im ok,29
0,hows ur paper,16
0,dude how do you like the buff wind,36
0,japanese proverb if one can do it u too can do it if none can do itu must do it indian version if one can do it let him do it if none can do itleave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it,277
1,themob check out our new selection of content games tones gossip babes and sport keep your mobile fit and funky text wap to,135
0,leave it u will always be ignorant,37
0,hmm shall i bring a bottle of wine to keep us amused just joking ill still bring a bottle red or white see you tomorrow,126
1,updatenow mths half price orange line rental minscall mobileupd on or calloptoutjq,111
1,guess what person you know secretly fancies you wanna find out who it is give us angstrom call on from landline dateboxessexcmxn pmin,161
0,come to mu were sorting out our narcotics situation,54
1,privation explicit sex in secs ring now costs pmin gsex pobox wcn xx,95
1,six opportunity to win cash from to pounds txt csh and send to cost pday days tsandcs apply reply hectoliter info,148
1,guess what somebody you know secretly fancies you wanna find out who it is give us a call on from land line dateboxessexcmxn pmin,157
0,sorry you never hear unless you book it one was kinda a jokethet were really looking for skinny white girls the other was one lineyou can only do so much on camera with that something like that theyre casting on the look,231
0,could you not read me my love i answered you,48
0,r u sam p in eachother if we meet we can go my house,57
0,e admin building there i might b slightly earlier ill call u when im reaching,87
0,send his number and give reply tomorrow morning for why you said that to him like that ok,90
1,spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt card creep to zed p per logopic,149
1,ur awarded a city break and could win a summer shopping spree every wk txt store to skilgme tscswinawkage perwksub,152
0,sorry light turned green i meant another friend wanted ltgt worth but he may not be around,99
1,ur cashbalance is currently pounds to maximize ur cashin now send go to lone pmsg cc hgsuitelands rowwjhl,145
1,dear customer your number was selected for a exclusive reward reply yes to claim,83
1,urgent you have won angstrom week free membership in our prize jackpot txt the word claim to no tc linktoken lccltd pobox ldnwarw,163
1,you have won a guaranteed cash or a prize to claim year prize call our customer service representative on between ampm cost p,158
1,freeringtonereply real number,37
0,comin to fetch us oredi,30
0,i take it the post has come then you must have s of texts now happy reading my one from wiv hello caroline at the end is my favourite bless him,152
1,bored of speed dating attempt speedchat txt speedchat to if you dont like em txt barter and get a new chatter chat poboxwwq pmsg rcd,162
0,oh kim watching here,27
0,crucify is c not s you should have told me earlier,53
1,congratulations you can get vip line a tickets c blu in concert in november or guarantee blu gift call to get tscs linktoken price max,161
0,jus chillaxin what up,23
1,youre a winner youve been specially selected receive cash or a holiday flights speak to the operator live inquire,145
0,a lot of this sickness thing going round take it easy hope u feel better soon lol,85
0,i will send them to your email do you mind ltgt times per night,73
0,life alle moneeppolum oru pole allalo,39
1,can uracil get phone now i wanna chat set up meet call me now on uracil can cum here moro luv jane twenty callsminmoremobsemspoboxpowa,161
1,free text msgs just text ok to and well recognition your history,76
0,pls ask macho how much is budget for bb bold is cos i saw a new one for ltgt dollars,95
0,sounds like something that someone testing me would sayy,57
0,hey do you want anything to buy,34
0,aight ill get on fb in a couple minutes,40
0,hello hows you and how did saturday go i was just texting to see if youd decided to do anything tomo not that im trying to invite myself or anything,156
1,as a register subscriber yr draw a gift voucher will b entered on receipt of a correct ans when are the next olympics txt ans to,144
1,dear voucher holder claim your st class airport lounge passes when using your vacation voucher call when booking quote st class ten,150
1,claire here am havin borin time am now alone u wanna semen over nite chat now hope c u luv claire xx callsminmoremobsemspoboxpowa,156
1,this is the nd time weve tried contacting youyouve won claiming is easy call nowonly pminbtnational rate,137
1,free entry to matches per week to win the fa cup final on may text fa to to receive entry questions standard txt rate tcs apply overs,167
0,here got ur favorite oyster n got my favorite sashimi ok lar i dun say already wait ur stomach start rumbling,122
0,haha mayb ure rite u know me well da feeling of being liked by someone is gd lor u faster go find one then all gals in our group attached liao,150
1,final notice claim your shopping coupon now act fast,55
0,shall i send that exe to your mail id,39
1,good day we have an important notice for you thanks for your attention,72
1,want explicit sex in secs ring now costs pmin,66
1,lord of the ringsreturn of the king in shop nowreply lotr by june chance win lotr soundtrack cds stdtxtrate reply stop to end txts,139
0,where are you lover i need you,37
1,limitedtime offer get your bonus payout confirm within hours,67
1,urgent call from your landline your complimentary ibiza holiday oregon cash await collection sae tcs po box sk wp ppm,156
1,urgent message regarding your exclusive reward confirm within hours,72
0,v ma fan,15
0,hello boytoy geeee im missing you today i like to send you a tm and remind you im thinking of you and you are loved loving kiss,147
1,you could win music gift vouchers every week starting now text draw to tsc linktoken skillgamewinaweek ageppermesssign up,145
1,privateyour account statement for fone no shows sim pointsnot yet redeemedcall identifier expires october,149
1,refused a loan secured oregon unsecured cant get credit call free now oregon text back help we will,122
1,no nokia tone ur mob every week just txt nok to st tone free so get txtin now and tell ur friends ptone reply hectoliter info,151
0,yeah thatd pretty much be the best case scenario,50
1,your free ringtone is waiting to be collected merely text the password mix to to verify get usher and britney fml po box mk h ppw,158
0,she left it very vague she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place but checking online now and all places around usc are ltgt and up,258
1,you wont believe it but its true its incredible txts reply gram now to learn truly amaze things that will blow your mind from ofwd only ptxt,150
1,hi this concerns a recent activity please review at your convenience,70
1,freeday sexy st georges day pic of jordantxt pic to dont girl out then every wk angstrom saucy celeb more pics c pocketbabecouk wk,162
0,okay we wait ah,19
1,todays offerclaim your off coupontext yes to nowsavamob members mobile phone providert cs sub unsubscribe reply x,155
0,hey sexy buns what of that day no word from you this morning on ym i think of you,96
0,hai ana tomarrow am coming on morning ltdecimalgt ill be there in sathy then we ll go to rto office reply me after came to home,137
1,your account hour angle been credited with free text messages to activate just txt the word credit to no tcs linktoken,137
0,r u in this continent,23
1,bought one ringtone and now getting text costing pound offering more tones etc,80
1,freemsg you have been awarded a free mini digital camera just reply catch to collect your prize quizclub choose out stop pwk sprwm ph,160
1,do you ever notice that when youre driving anyone going slower than you is an idiot and everyone driving fast than you is a maniac,133
0,yup bathe liao,18
1,congrats year special film pass for is yours call now c suprman v matrix starwars etc all free bxipwe pm dont girl out,158
0,whenre you guys getting back g said you were thinking about not staying for mcr,82
0,yup im still having coffee wif my frens my fren drove shell give me a lift,83
1,do you want a new video phone anytime any network mins inclusive video calls and downloads per week free deltomorrow call oregon reply now,161
1,winner as a valued network customer you have been choose to receivea prize reward to claim call claim code kl valid hours only,156
0,kallis is ready for bat in nd innings,39
1,bangbabes your order is on its way you should be receiving ur content downloads service msg if you are not go to wapbangbtv on the ur mobile internetservices menu,170
0,thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good weve given you ultimatum oh we are countin down to aburo enjoy,180
1,your xxxxxxx account shows unredeemed pointsto request call identifier xxxxx expires,118
0,babe i lost you,26
1,refused a loansecured or unsecuredcant get creditcall free now or text back help and well do it,117
0,babe i fucking love you too you know fuck it was so good to hear your voice i so need that i crave it i cant get enough i adore you ahmad kisses,158
1,beloved voucher holder to claim this weeks offer astatine your pc please go to linktoken tscs apply,121
0,the monthly amount is not that terrible and you will not pay anything till months after finishing school,107
1,your free ringtone be waiting to be collected simply text the password mix to to verify get usher and britney fml po box mk h ppw,158
1,pls stop bootydelious f is invite you to be her friend reply yes or no see her linktoken stop send stop frnd to,150
1,we have new local dates in your area lots of new people registered in your area reply date to start now only linktoken replys,144
0,yes see ya not on the dot,26
1,final chance claim ur worth of discount vouchers today text yes to now savamob member offer mobile t cs savamob pobox muz subs,160
1,congratulations ur awarded either a yrs supply of cadmium from virgin record or a mystery gift guaranteed call tscs linktoken pm approx mins,164
1,you are chosen to receive a award pls call claim number to collect your award which you are selected to receive as a value mobile customer,158
1,ur departure bahamas callfreefone and speak to a populate operator to claim either bahamas cruise of cash only to opt out txt x to,167
1,this msg is for your mobile content order information technology has been resent as previous attempt failed due to network error queries to customersqueriesnetvisionukcom,173
0,i would but im still cozy and exhausted from last nightnobody went to school or work everything is closed,111
1,someone you know has asked our dating service to contact youcant guess whocall now all will be revealedpobox lshb p,141
1,free tones hope you enjoy your new content text stop to to unsubscribe helpp provided by tonesyoucouk,127
1,sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box bray wicklow eire quiz starts saturday unsub stop,162
1,hmv bonus special pounds of genuine hmv voucher to be won just answer easy questions play now send hmv to more infolinktoken,154
0,thanx e brownie its v nice,33
1,free st week entry textpod a opportunity win gb ipod or cash every wk txt vpod to tscs linktoken custcare,147
0,lol that would be awesome payback,35
0,im in inperialmusic listeningthe weirdest track ever byleafcutter johnsounds like insects being molestedsomeone plumbingremixed by evil men on acid,157
0,dont know supports ass and srt i thnk i think ps can play through usb too,76
1,rodger burns msg we tried to call you to reply to our message to receive a free nokia mobile phone camcorder call now for delivery tomorrow,173
1,final chance claim ur worth of discount vouchers today text yes to now savamob member offers mobile t cs savamob pobox muz subs,162
0,you flippin your shit yet,27
1,illusion a shag iodine dointerested sextextukcom txt xxuk suzy to txts cost per msg tncs on website x,119
1,the current lead bid is to pause this auction send out customer care,87
1,freeringtone answer real or poly eg real pushbutton dontcha babygoodbye golddigger webeburnin st tone free and more when u articulation for wk,167
1,iodine want some cock my hubbys away iodine need a real man satisfy me txt wife to for no string section action txt stop end txt rec ea otbox la ws,180
1,jamster to get your free wallpaper text heart to now tc apply only need help call,110
0,hey are you angry with me reply me dr,40
1,ever thought about living a good life with a perfective partner just txt back name and age to join the mobile community psms,132
0,dunno dats wat he told me ok lor,38
0,hello which the site to download songs its urgent pls,54
1,urgent please call your abta complimentary spanish vacation or cash await collection sae tcs box po ez ppm,145
1,urgentthis is the nd attempt to contact uu won call b tcsbcmwcnxxcall cost ppm mobiles varymax,157
0,do well all will for little time thing of good times ahead,63
1,hmv bonus special pound of genuine hmv vouchers to be won just answer easy questions play now send hmv to more infolinktoken,154
0,for you information ikea is spelled with all caps that is not yelling when you thought i had left you you were sitting on the bed among the mess when i came in i said we were going after you got home from class please dont try and bullshit me it makes me want to listen to you less,291
0,then ur physics get a,24
1,hot live fantasy call now just p per minute ntt ltd po box croydon cr wb k,102
1,you rich person an important customer service announcement from premier call freephone now,106
1,u have a secret admirer world health organization is look make contact with ufind out world health organization they rreveal world health organization thinks ur so specialcall on stopsmsppm,221
0,arms fine hows cardiff and uni,35
1,sunshine quiz wkly q win a top sony videodisk player if u know which country the algarve be in txt ansr to sptyrone,132
1,urgent message regarding your mobile credit do not miss this opportunity,74
0,lol no just was busy,25
0,hello sort of out in town already that so dont rush home i am eating nachos will let you know eta,105
0,oh then your phone phoned me but it disconnected,50
0,merry christmas to you too babe i love ya kisses,52
1,privation explicit sex inch secs ring now costs pmin,72
1,text and meet someone sexy today you can find a date or even flirt its up to youparticipate in for only minutes reply with name age for example sam msg recdthirtyeight pence,195
0,its cool let me know before it kicks off around ltgt ill be out and about all day,93
0,havent mus ask if u can st wat of meet lunch den u n him meet can already lor or u wan go ask da ge st then confirm w me asap,135
1,please call our customer service representative on between ampm as you have won a guarantee cash or prize,138
1,information technology to your free text message are valid until december,93
0,hi wlcome back did wonder if you got eaten by a lion or something nothing much,82
0,i thk shd be ok he said plus minus did leave a line in between paragraphs,86
1,urgentyour mobile number has been awarded a caller prize on this is our nd attempt to contact youcall boxqu bt nationwide price,163
1,new mobile from must go txt nokia to no collect yours todayfrom only linktoken optout gbpmtmsg txtauction,153
0,ltgt thats all guess thats easy enough,49
1,urgent we are try to contact u todays draw show that you have won a prize guaranteed call from land line claim j po boxcpm,153
1,did you hear about the new divorce barbie it semen with all of kens stuff,78
0,whatever juliana do whatever you want,41
1,urgent you have won a week free membership inch our prize jackpot txt the word claim to no tc linktoken lccltd pobox ldnwarw,158
1,dear voucher holder claim your st class airport sofa passes when using your holiday voucher call when booking quote st class ten,147
1,your ringtone service has changed free creditsgo to clubmobilescom to choose content nowstoptxt club stop to pweek club po box mk wt,159
1,dear customer your number was selected for a cash prize do not miss this opportunity,87
1,call from tells u call to claim prize u have enter all ur mobile personal details the prompts careful,146
0,aiyo her lesson so early im still sleepin haha okie u go home liao den confirm w me lor,103
0,mom wants to know where you at,31
0,kkwhen are you going,25
1,free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates z pobox wwq normptone,145
0,lol have you made plans for new years,43
0,oh god i am happy to see your message after days,51
1,no nokia tone ur mob every week just txt nok to st tone free sol get txtin now and tell ur friends ptone reply hl info,144
1,christmas iscoming ur awarded either cd gift vouchers free entry r weekly draw txt music to tnc linktoken,161
1,themob check out our newest selection of content games tones gossip babes and sport keep your mobile fit and fetid text wap to,138
1,u have a secret admirer world health organization be looking make contact with ufind out world health organization they rreveal world health organization thinks ur so specialcall on,211
1,urgentplease call from landline cash or a luxury holiday to the canary islands awaits collectiontcs sae po box mxyppm,158
0,u so lousy run already come back then half dead hee,59
1,sorry you cannot cancel your subscription yet the mob promotion package has a minimum validity of weeks please resubmit your request after expiration reply themob help more information,193
0,yup wun believe wat u really neva c e msg i sent shuhui,59
1,new mobile from must go txt nokia to no collect yours todayfrom lone linktoken optout gbpmtmsg txtauction,153
0,sounds good keep me posted,28
0,mah b ill pick it up tomorrow,32
1,marvel mobile play the official ultimate spiderman game on ur mobile right now text spider to for the game we ll send u a free ball wallpaper,162
0,sounds great im going to sleep now have a good night,56
0,hows it feel mr your not my real valentine just my yo valentine even tho u hardly play,92
1,urgent please call from landline your abta complimentary tenerife holiday oregon cash await collection sae tcs box cwwx ppm,157
1,beloved uve been invited to xchat this is our final attempt to contact u txt chat to pmsgrcvdhgsuitelandsrowwjhl ldn yrs,146
0,yeah sure ill leave in a min,30
1,dear subscriber ur draw gift voucher will b entered on receipt of a correct ans when was acid presleys birthday txt answer to,141
1,you rich person won a guaranteed award or maybe even cash to claim ur award call free on its a legitimat efreefone number wat do u think,170
0,same as kallis dismissial in nd test,42
0,i need coz i never go before,33
1,beloved voucher holder claim this weeks offer at your personal computer go to linktoken tscs apply stop texts txt stop to,161
0,dont give a monkeys wot they think and i certainly dont mind any friend of mineall that just dont sleep wiv that wud be annoyin,136
0,im gonnamissu so muchi would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract luv yaxx,154
1,this be the nd time we have tried to contact u u have won the prize to claim just call b tcsstop samarium ppm,157
1,urgent your mobile number has been awarded with angstrom prize guaranteed call from land line claim valid hrs lone ppm,151
1,privacyyour account statement shows simnot yet redeemedcall identification code expires october,137
0,dips cell dead so i m coming with him u better respond else we shall come back,83
0,dude ive been seeing a lotta corvettes lately,46
0,so hows scotland hope you are not over showing your jjc tendencies take care live the dream,96
0,lol for real she told my dad i have cancer,44
1,moby pub quizwin a high street prize if u know world health organization the new duchess of cornwall will be txt her first name to unsub stop sp arrow,184
1,urgent your costa del sol holiday or await collection call now toclaim sae tc s pobox stockport skxh costpm maxmins,162
1,u have a secret admirer world health organization is looking make contact with ufind out world health organization they rreveal world health organization thinks ur so specialcall on,198
0,no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x,130
0,well i might not come then,30
1,customer service announcement we recently try to make a delivery to you but were unable to do so please call to reschedule ref,150
0,sounds like you have many talents would you like to go on a dinner date next week,84
1,customer service announcement we recently tried to make a delivery to you but were unable to do so please call to reschedule ref,153
0,cancel cheyyamoand get some money back,41
0,no i was trying it all weekend v,35
0,its a taxt massagetiepos argh ok lool,47
1,get a brand new mobile telephone by being an agent of the mob plus loads more goodies for more info just text mat to,125
1,urgent we are try to contact u todays draw shows that you have won a prize guaranteed call from land line claim j po boxcpm,154
0,hi dear we saw dear we both are happy where you my battery is low,68
1,private your account statement for show unredeemed sim points call identifier code run out,133
0,aight thatll work thanks,27
0,awesome plan to get here any time after like ltgt ill text you details in a wee bit,94
1,dont forget you can place as many free requests with stchoicecouk as you likefor more information call,120
0,i thk lor but dunno can get tickets a not wat u doing now,65
1,hi honey,8
0,i will reach before ten morning,32
0,call to the number which is available in appointment and ask to connect the call to waheed fathima,101
1,hi customer loyalty offerthe new nokia mobile from lone astatine txtauction txt word start to no get yours now tctxt tc pmtmsg,155
1,someone has contacted our dating service and entered your phone becausethey fancy you to find out who it is call from a landline pobox wrg p,162
1,sms ac sun post helloyou seem cool desire to say hi hi stop send stop to,92
0,which channel,26
0,how are you babes hope your doing ok i had a shit nights sleep i fell asleep at im knackered and im dreading work tonight what are thou upto tonight x,162
1,free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates zed pobox wwq normptone,148
1,congratulations in this weeks draw youve won a prize of to claim just call bregisterdiscontinue sms over s only ppm,171
0,is xy going e lunch,23
0,hey hunonbus goin meet him he wants go out a meal but i donyt feel like it cuz have get last bus homebut hes sweet latelyxxx,134
0,oh ok wait me there my lect havent finish,47
0,maybe i could get book out tomo then return it immediately or something,77
0,thank you i like you as well,33
0,dont forget who owns you and whos private property you are and be my good boy always passionate kiss,112
0,all write or wat,22
0,sary just need tim in the bollox it hurt him a lot so he tol me,66
0,sthis will increase the chance of winning,44
1,get a brand new mobile phone by being an agent of the mob plus loads more goodies for more information just text mat to,128
0,you are right though i cant give you the space you want and need this is really starting to become an issue i was going to suggest setting a definite move outif im still there after greece but maybe you are ready and should do it now,245
0,if u laugh really loud if u talk spontaneously if u dont care what others feel u are probably with your dear amp best friends goodevening dear,157
0,lol i know theyre so dramatic schools already closed for tomorrow apparently we cant drive in the inch of snow were supposed to get,138
1,euro starts in daysyou will be informed of all the latest news and results every dayunsubscribe send get euro stop to,133
0,excellent ill see what rileys plans are,43
0,ive sent my wife your text after we buy them shell tell you what to do so just relax we should go get them this wkend,124
0,yes fine,10
0,i asked sen to come chennai and search for job,48
0,im gonna rip out my uterus,29
1,congratulations special year movie tickets for people are yours call now c superman v matrix star wars etcall are freebxipwe pmdont miss out,184
0,and very importantly all we discuss is between u and i only,62
1,you are award a sipix digital camera call from landline delivery within days t cs box mbp yr warranty ppm p p,151
0,tacos rajas burrito right,34
1,ur ringtone service has changed free credits go to clubmobilescom to choose content now stop txt club stop to pwk club po box mk wt,160
0,good morning my dear shijutta have a great amp successful day,76
0,bring it if you got it,23
1,urgent your mobile no won angstrom bonus caller prize on this is the nd attempt to reach you call asap boxnqp ppm,166
0,ya srsly better than yi tho,28
1,free unlimited hardcore porn direct your mobile txt porn to get free access for hour then chrgdp per day txt stop exit this msg is free,153
0,there is os called ubandu which will run without installing in hard diskyou can use that os to copy the important files in system and give it to repair shop,162
0,our prashanthettans mother passed away last night pray for her and family,77
1,just a quick note there is information regarding your account let us know if you have questions,97
1,hi there nights ur lucky night uve be invited xchat the uks wildest chat txt chat to now pmsgrcvdhgsuitelandsrowwjhl ldn yrs,154
1,send to your free text messages are valid until december,77
0,are you wet right now,23
0,hi darlin did youphone me im athome if youwanna chat,57
0,garbage bags eggs jam bread hannaford wheat chex,53
0,ill hand her my phone to chat wit u,37
1,as a valued customer i am pleased to rede you that following recent review of your mob no you are awarded with a bonus prize call,151
1,dear voucher holder claim your st class airport lounge passes when using your holiday voucher call when booking quote st class x,148
